1421.08	-1248.97	6341.76	0.952587
1421.94	-1242.91	6344.23	0.952253
1424.07	-1228.06	6350.31	0.951631
1428.12	-1200.04	6362	0.949954
1434.22	-1161.54	6378.66	0.948498
1443.36	-1118.55	6399.08	0.947064
1455.34	-1079.95	6420.85	0.945805
1468.34	-1056.33	6440.2	0.944979
1482.82	-1054.75	6455.89	0.944283
1495.97	-1076.83	6466.29	0.944042
1506.53	-1116.33	6472.77	0.944012
1513.38	-1160.26	6478.32	0.944119
1516.79	-1199.81	6484.04	0.944286
1518	-1229.39	6489.78	0.944434
1518.55	-1247.32	6494.4	0.944519
1519.61	-1255.25	6496.35	0.944539
1521.49	-1256.93	6494.32	0.944522
1522.69	-1257.18	6485.22	0.944516
1522.34	-1259.3	6469.84	0.944512
1519.28	-1264.07	6450.29	0.944533
1511.59	-1274.5	6430.45	0.944633
1500.86	-1286.61	6407.73	0.944642
1486.6	-1298.18	6387.68	0.944727
1471.37	-1308.21	6371.74	0.944804
1457.09	-1317.96	6357.34	0.944828
1443.95	-1324.33	6348.95	0.944919
1434.23	-1327.65	6346.21	0.944997
1428.56	-1329.45	6345.22	0.945014
1425.91	-1331.63	6347.64	0.945072
1425.62	-1333.99	6349.83	0.945071
1426.13	-1337.83	6353.46	0.945104
1426.59	-1341.04	6355.63	0.945083
1425.38	-1340.3	6359.76	0.945097
1422.95	-1337.35	6362.16	0.94507
1418.31	-1334.67	6362.17	0.945045
1412.36	-1332.03	6357.88	0.945004
1405.01	-1329.49	6353.06	0.945003
1395.76	-1328.73	6347.75	0.945006
1387.13	-1330.42	6342.39	0.945016
1380.52	-1332.2	6338.2	0.945027
1374.38	-1334.65	6334.93	0.945035
1369.99	-1338	6332.56	0.945043
1365.37	-1341.1	6331.15	0.945049
1361.68	-1343.16	6330.83	0.945054
1359.77	-1345.05	6331.11	0.94506
1359.57	-1345.21	6332.31	0.945065
1359.69	-1347.13	6335.31	0.945072
1359.23	-1348.08	6337.76	0.945075
1355.59	-1349.63	6336.31	0.945074
1353.07	-1352.13	6331.78	0.945073
1347.93	-1352.59	6323.33	0.945077
1342.52	-1349.23	6310.97	0.945078
1335.47	-1344.31	6298.57	0.945078
1329.67	-1340.77	6291.76	0.945076
1326.55	-1336.22	6288.99	0.945074
1325.95	-1333.39	6289.23	0.945071
1325.88	-1328.57	6290.81	0.945071
1326.38	-1323.68	6293.05	0.945071
1329.01	-1321.61	6292.65	0.945078
1332.57	-1323.23	6289.74	0.945083
1334.06	-1322.89	6284.16	0.945086
1332.95	-1321.02	6276.93	0.945088
1330.26	-1317.9	6271.65	0.945091
1326.63	-1312.08	6264.6	0.945095
1322.29	-1304.52	6257	0.945098
1317.48	-1296.42	6249.88	0.9451
1312.78	-1286.26	6240.26	0.945107
1307.02	-1275.22	6227.45	0.945116
1302.7	-1265.03	6213.66	0.945119
1297.77	-1257.24	6198.09	0.945124
1293	-1251.11	6181.06	0.945129
1287.21	-1245.28	6165.37	0.94513
1280.82	-1241.8	6147.45	0.945134
1274.71	-1238.74	6128.15	0.945139
1269.49	-1236.82	6107.49	0.945146
1262.27	-1231.81	6087.06	0.945151
1254.3	-1224.84	6066.96	0.945156
1244.2	-1216.22	6047.4	0.94516
1234.02	-1206.6	6028.71	0.945168
1223.01	-1196.8	6010.81	0.945174
1213.45	-1188.57	5993.42	0.94518
1205.32	-1183.49	5978.33	0.945186
1195.89	-1179.76	5967.44	0.94519
1188.19	-1178.35	5958.92	0.945198
1182.78	-1178.95	5953.42	0.945205
1178.64	-1179.04	5949.35	0.945214
1175.62	-1178.77	5939.94	0.94522
1171.73	-1178.71	5929.25	0.945229
1165.8	-1176.8	5917.08	0.945239
1156.04	-1172.74	5905.29	0.945248
1143.85	-1168.43	5892.61	0.945258
1129.16	-1162.69	5881.27	0.945266
1112.89	-1156.25	5872.47	0.945275
1095.75	-1151.38	5864.03	0.945282
1078.32	-1147.01	5855.01	0.945291
1062.04	-1142.92	5846.83	0.945301
1046.6	-1137.15	5838.78	0.945314
1030.23	-1129.45	5832.04	0.945324
1012.22	-1121.33	5827.02	0.945335
993.312	-1114.75	5819.08	0.945345
972.455	-1109.04	5807.64	0.945359
950.041	-1104.12	5794.82	0.945369
925.754	-1100.16	5780.05	0.945379
898.52	-1098.74	5764.75	0.945388
870.702	-1100.31	5750.53	0.945399
844.06	-1102.25	5739.42	0.94541
821.432	-1104.16	5729.88	0.94542
802.585	-1106.47	5722.34	0.945429
788.546	-1107.26	5717.78	0.94544
778.248	-1107.12	5713.64	0.945451
769.127	-1103.8	5713.21	0.945461
761.193	-1100.3	5715.12	0.94547
755.46	-1095.94	5716.91	0.945481
751.086	-1094.33	5717.32	0.945493
747.359	-1092.61	5719.63	0.945497
745.957	-1092.1	5718.43	0.945504
745.342	-1094.24	5716.09	0.945509
744.729	-1093.35	5714.77	0.945517
744.279	-1088.07	5710.68	0.945531
742.167	-1080.63	5706.76	0.945536
739.215	-1075.81	5702.43	0.945541
736.795	-1069.17	5697.83	0.945551
733.756	-1061.26	5691.58	0.945563
730.389	-1054.53	5684.47	0.945574
728.204	-1049.75	5675.5	0.945583
727.003	-1048.31	5661.32	0.94559
725.356	-1050.44	5644.44	0.9456
723.224	-1053.57	5625.85	0.94561
718.96	-1054.18	5609.18	0.945618
712.415	-1052.72	5596.19	0.945626
703.213	-1046.29	5586.83	0.945637
693.617	-1038.15	5581.3	0.945646
685.795	-1031.14	5579.32	0.945655
683.88	-1026.67	5576.18	0.945668
685.479	-1025.62	5569.95	0.94568
685.722	-1027.53	5566.21	0.94569
683.143	-1027.22	5564.19	0.945705
678.199	-1025.79	5561.35	0.945718
671.836	-1024.27	5555.78	0.945729
665.686	-1022.92	5548.75	0.945741
658.668	-1024.07	5540.59	0.94575
650.222	-1025.17	5528.66	0.945759
640.798	-1023.91	5513.68	0.945767
628	-1016.16	5497.4	0.945778
612.866	-1009.98	5480.24	0.945785
596.414	-1007.51	5464.12	0.945789
579.951	-1005.81	5447.49	0.9458
563.225	-1004.26	5430.58	0.945808
545.397	-996.126	5415.74	0.945813
526.122	-984.191	5399.95	0.945821
506.247	-970.02	5383.67	0.945829
486.388	-954.377	5367.65	0.945835
466.355	-944.161	5352.54	0.945839
447.154	-938.93	5338.41	0.945841
429.507	-937.969	5324.99	0.945846
412.337	-940.238	5313.94	0.945846
398.82	-946.511	5303.61	0.945847
387.248	-953.392	5297.82	0.945847
