1372.85	-1433.39	6288.07	0.951684
1373.49	-1423.54	6291.75	0.95132
1375.24	-1399.72	6300.76	0.950604
1378.53	-1355.57	6317.43	0.950302
1384.6	-1291.88	6341.97	0.94999
1393.85	-1220.75	6370.64	0.949369
1405.61	-1155.04	6399.84	0.948354
1417.88	-1100.65	6427.47	0.947623
1431.27	-1069.02	6449.57	0.947334
1444.48	-1060.41	6466.16	0.947175
1458.92	-1075.3	6476.87	0.94711
1474.98	-1110.2	6479.27	0.947298
1493.41	-1149.67	6477.11	0.947386
1511.01	-1183.33	6472.71	0.947524
1524.9	-1201.6	6468.73	0.947702
1535.6	-1202.95	6463.65	0.947841
1543.97	-1188.26	6456.2	0.947915
1552.25	-1165.25	6446.24	0.947902
1561.54	-1140.79	6434.6	0.947872
1572.32	-1122.75	6421.77	0.947859
1584.1	-1113.05	6409.75	0.947893
1596.53	-1112.11	6400.07	0.947964
1611.11	-1118.25	6391.32	0.947997
1627.05	-1129.15	6384.7	0.948055
1644.73	-1137.62	6379.91	0.948077
1661.33	-1135.69	6377.21	0.948086
1677.98	-1129.71	6370.1	0.948004
1693.32	-1117.7	6361.73	0.947977
1706.72	-1109.39	6348.62	0.947938
1716.97	-1105.04	6330.89	0.947906
1722.52	-1101.95	6315.14	0.947961
1724.91	-1102.05	6299.98	0.948001
1725.95	-1103.59	6285.2	0.94803
1724.72	-1102.64	6271.15	0.948043
1723.35	-1099.7	6262.13	0.948105
1724.64	-1095.43	6256.18	0.948147
1730.09	-1088.43	6252.03	0.948171
1740.12	-1080.63	6247.51	0.948182
1753.74	-1073.65	6240.89	0.948185
1770.54	-1061.62	6233.53	0.948183
1786.8	-1049.94	6220.72	0.948167
1800.08	-1041.9	6202.12	0.948158
1812.6	-1035.44	6172.63	0.948131
1817.33	-1029.93	6140.31	0.948134
1812.85	-1024.86	6105.13	0.948139
1801.62	-1018.93	6065.54	0.948142
1785.67	-1012.09	6030.07	0.948157
1769.53	-1006.39	5995.19	0.948167
1754.17	-998.453	5966.56	0.948175
1743.55	-988.918	5947.3	0.948185
1738.66	-978.558	5933.9	0.948193
1740.04	-964.441	5926.48	0.948197
1746.56	-940.102	5925.98	0.948193
1758.49	-908.886	5932.36	0.948181
1774.28	-872.204	5943.23	0.948167
1794.04	-850.226	5954.51	0.948154
1813.53	-838.88	5964.23	0.948142
1833.5	-833.679	5968.77	0.948131
1850.91	-830.995	5969.69	0.948119
1866.55	-831.894	5967.4	0.948107
1879.35	-830.035	5962.49	0.948089
1889.9	-834.986	5955.44	0.948079
1899.3	-842.387	5948.54	0.948069
1908.91	-850.658	5942.84	0.948063
1919.7	-857.374	5939.36	0.948057
1931.84	-856.868	5940.02	0.948054
1946.07	-850.389	5944.31	0.948051
1960.97	-856.423	5947.78	0.948064
1976.22	-867.001	5949.69	0.948081
1992.94	-890.345	5944.33	0.948106
2008.98	-915.645	5933.01	0.948133
2021.18	-932.673	5922.44	0.948156
2026.56	-937.259	5912.36	0.948181
2023.46	-929.401	5904.35	0.948206
2015.98	-914.726	5898.53	0.948235
2008.3	-895.945	5895.85	0.948263
2002.86	-874.428	5894.82	0.948286
2003.05	-861.271	5893.14	0.948314
2008.31	-858.181	5888.61	0.948345
2014.73	-861.025	5883.2	0.948377
2020.41	-865.591	5876.38	0.948412
2023.79	-870.842	5871.57	0.948448
2024.03	-873.81	5865.08	0.948483
2023.01	-873.162	5858.64	0.948518
2021.36	-871.905	5854.62	0.948546
2027.23	-878.178	5857.93	0.948573
2031.66	-883.113	5861.73	0.948603
2037.9	-887.533	5867.53	0.948633
2044.66	-890.472	5874.38	0.948662
2047.72	-886.563	5887.32	0.948679
2054.79	-889.797	5893.18	0.948711
2063.51	-893.89	5893.98	0.948736
2072.28	-899.146	5892.4	0.94876
2077.21	-901.969	5887.47	0.948786
2077.3	-903.239	5880.02	0.948808
2067.01	-898.942	5876.98	0.948824
2048.02	-888.983	5876.16	0.948844
2027.23	-879.091	5874.12	0.948867
2007.36	-871.134	5868.91	0.94889
1991.58	-867.295	5863.66	0.948914
1979	-866.752	5856.82	0.948937
1967.63	-870.462	5851.08	0.948959
1958.98	-876.557	5851.74	0.948977
1957.93	-893.743	5847.48	0.949001
1958.77	-913.344	5838.39	0.949021
1955.06	-932.347	5825.73	0.949041
1942.34	-944.375	5812.44	0.949059
1919.22	-949.334	5797.41	0.949078
1889.82	-950.101	5779.63	0.949095
1855.89	-947.704	5759.17	0.949114
1819.44	-942.686	5736.72	0.94913
1783.68	-940.144	5714.1	0.949145
1750.05	-941.29	5698.18	0.949162
1721.42	-941.975	5688.58	0.949178
1698.66	-944.385	5684.44	0.949193
1681.35	-947.465	5685.17	0.949208
1669.75	-949.588	5687.73	0.949223
1662.4	-951.175	5693.28	0.949238
1658.79	-952.045	5700.47	0.949253
1657.89	-953.308	5707.57	0.949267
1656.85	-951.704	5712.24	0.949283
1654.73	-950.546	5713.32	0.949297
1650.58	-947.437	5707.56	0.949312
1642.49	-939.232	5698.12	0.949329
1630.76	-923.409	5686.24	0.949351
1612.43	-903.24	5667.05	0.949373
1589.01	-883.119	5644.24	0.949399
1563.81	-865.662	5619.57	0.949421
1535.21	-855.31	5593.44	0.949443
1508.51	-853.926	5569.31	0.949455
1483.08	-852.254	5550.36	0.949478
1458.44	-847.48	5534.58	0.949501
1434.77	-832.751	5524	0.949532
1415.16	-824.06	5519.56	0.949554
1399.79	-818.479	5519.54	0.949577
1383.36	-786.325	5526.49	0.949643
1367.29	-737.833	5540.42	0.949713
1357.88	-699.457	5562.13	0.949776
1352.53	-673.333	5579.1	0.949846
1354.37	-676.293	5587.25	0.9499
1358.22	-690.964	5588.64	0.949962
1358.81	-702.708	5585.26	0.950033
1355.48	-719.478	5575.02	0.950082
1348.31	-729.626	5563.24	0.950139
1336.46	-732.151	5551.8	0.950195
1321.81	-730.283	5543.66	0.950253
1305.27	-728.408	5535.86	0.95031
1290.45	-737.304	5521.39	0.95035
1274.16	-768.89	5479.8	0.950361
1255.34	-783.836	5443.21	0.950403
1230.16	-801.643	5397.57	0.950417
1199.3	-811.45	5355.71	0.950441
1165.21	-818.163	5314.41	0.95046
1134.86	-812.051	5285.33	0.950482
1107.48	-802.312	5268.25	0.950507
1086.29	-797.109	5257.04	0.950528
1073.18	-789.648	5254.65	0.950548
1070.01	-784.051	5272.21	0.950578
1075.49	-782.754	5298.3	0.950604
1090.94	-777.902	5336.81	0.950643
1110.5	-786.94	5365.49	0.950662
1133.81	-798.793	5391.16	0.950685
1158.9	-808.155	5411.88	0.950716
1177.71	-810.241	5424.4	0.950743
1189.02	-799.377	5428.6	0.950768
1190.3	-784.088	5423.7	0.950787
1180.79	-774.161	5407.44	0.950803
1162.73	-777.748	5381.53	0.95082
1139.51	-794.415	5352.72	0.950842
1116.12	-809.587	5326.82	0.950855
1096.89	-817.685	5306.07	0.950864
1081.55	-823.804	5290.6	0.950872
1073.89	-827.638	5277.36	0.950882
1070.98	-825.118	5273.44	0.950886
1068.1	-824.581	5292.49	0.950906
1065.5	-836.538	5323.56	0.950939
1067.61	-854.862	5369.35	0.950975
1077.8	-869.266	5420.82	0.951004
1099.19	-878.685	5472.1	0.951037
1128.71	-884.707	5517.7	0.95107
1162.52	-886.501	5559.21	0.951099
1194.99	-890.604	5591.85	0.95113
1220.43	-897.092	5618.84	0.951158
1235.5	-897.796	5642.05	0.951194
1241.07	-900.208	5663.44	0.951234
1240.03	-896.034	5687.75	0.951283
1237.12	-885.444	5716.6	0.95134
1236.57	-876.075	5746.31	0.951398
1240.72	-859.584	5776.55	0.951466
1247.73	-840.738	5800.91	0.951539
1256.46	-822.647	5819.73	0.951611
1267.36	-809.505	5833.58	0.951681
1274.8	-802	5843.8	0.951746
1280.01	-796.604	5848.97	0.951808
1276.52	-802.984	5850.2	0.951875
1263.57	-825.218	5854.36	0.951945
1248.19	-856.077	5854.13	0.952016
1229.71	-893.318	5859.81	0.952094
1214.37	-922.07	5877	0.952173
1207.74	-931.441	5899.9	0.952248
1209.02	-929.476	5924.74	0.95233
1216.92	-919.931	5954.46	0.952411
1226.01	-911.401	5980.14	0.952497
1236.78	-897.666	5993.07	0.952574
1234.47	-887.829	5997.61	0.952648
1220.84	-879.685	5977.42	0.952727
1187.15	-872.575	5941.06	0.952804
1141.42	-861.276	5881.83	0.95288
1080.38	-849.412	5814.66	0.952961
1014.84	-834.152	5746.88	0.953038
949.205	-827.938	5693.54	0.95312
891.482	-825.637	5663.13	0.953199
848.577	-824.618	5654.01	0.953279
821.387	-822.972	5673.02	0.953355
811.76	-820.451	5710.24	0.953432
821.788	-816.088	5753.68	0.953508
839.116	-813.187	5806.46	0.95358
861.046	-807.516	5852.95	0.953649
879.555	-799.701	5890.66	0.953715
876.993	-775.311	5931.98	0.953758
853.826	-728.039	5982.22	0.95378
826.846	-679.033	6028.99	0.953806
805.235	-643.642	6076.35	0.953817
791.799	-624.48	6103.07	0.95382
779.998	-617.501	6101.19	0.953813
761.255	-625.906	6066.39	0.953809
734.571	-636.552	6006.37	0.953795
684.437	-631.721	5945.89	0.953776
619.972	-624.724	5891.5	0.953763
551.172	-616.09	5844.74	0.953752
486.062	-607.439	5807.85	0.953739
434.274	-596.704	5775.83	0.953724
398.438	-591.585	5747.62	0.953716
373.005	-587.359	5724.94	0.9537
351.099	-584.028	5704.72	0.953682
330.751	-588.672	5688.84	0.953668
309.279	-600.157	5677.8	0.953653
283.109	-613.514	5672.17	0.953638
255.242	-628.463	5672.94	0.953623
227.668	-641.482	5678.73	0.953606
200.586	-636.695	5692.29	0.953573
174.697	-638.075	5712.1	0.953559
156.713	-636.339	5728.34	0.953542
140.858	-627.496	5745.03	0.95352
125.36	-613.59	5759.8	0.953501
110.752	-599.863	5774.65	0.953483
94.6697	-592.306	5783.71	0.953473
